Restaurant Name,Overall Rating,Number of Reviews,Food Type,Review Rating,Review Date,Review Content
Usman Restaurant,3.9,39,Indian,4,11-May-19,"While visiting Singapore, I stayed at a hotel within walking distance from Usmans. I was in town for 3 nights, and I ended up getting food from usmans all 3 nights. Most of the time, it was a late night meal, as they are one of the few places in the area that are open late. Loved the ambiance of this restaurant. Open air, good aroma, diverse people all coming together for good food. Reminded me of the times I've visited Pakistan. However, I do have mixed reviews on the food. The Haleem was to die for! Amazing taste, perfect amount of spice, and pairs perfectly with their fresh naan. I also tried their Nahari. It was okay, but you can tell it was previously frozen, taken out and heated. It was actually still cold when I had it. The tandori chicken and kabobs were good, but they were pretty standard. I have had better. Overall, I enjoyed Usmans for the atmosphere and the food, but there is certainly room for improvement."
Usman Restaurant,3.9,39,Indian,5,9-Jul-12,"This is my go-to place for ""north Indian and Pakistani"" food. (That's what they call themselves, despite the political connotations!)  Geopolitics aside, this is THE place in Singapore to go to if you want fluffy, hot naans. Delicious, and always fresh off the tandoor -- always. They take their leavened breads very seriously. I've been coming here for years and I've never had a cold, stale one. Or one that wasn't delicious.  It occupies an entire kopitiam unit at the junction of Serangoon and Desker Roads, so it's bustling, all the time. The staff are efficient, personable and funny; the drinks a touch too sweet, as any north Indian/Pakistani place would be.  No night time adventure to nearby Mustafa Centre is complete without cheese naan, chicken kadai, dal fry, pepper fish, haleem and nihari (the latter two sell out early!). It's not quite restaurant-standard clean, but the food is; the surroundings may not be. But sometimes I think sitting in the back alley beside Usman, devouring desi khana, is my quintessential Singapore experience. Especially since they don't make this any better elsewhere in this country except in a private home."
Usman Restaurant,3.9,39,Indian,3,17-Sep-17,"The food is good. It seems like originally Indian food. The restaurant had not a air conditioner, so hot."
Usman Restaurant,3.9,39,Indian,1,24-Jun-19,"If it could be less than 1 star that is what I would give. Server claims food to be fresh but everything is microwaved. The entrees that came out had the microwave toughness in the meat. You are literally eating on the street, no bathroom and customer service is non existent."
Usman Restaurant,3.9,39,Indian,1,3-Jun-17,Badgered into buying supposedly freshly cooked paneer dishes which along with garlic naan was very average especially for the price. Topped off by being served a warm drink after ordering a cold drink with ice.
Usman Restaurant,3.9,39,Indian,3,11-Sep-16,"The cheese naan is phenomenal. The mattar paneer was kinda lame, paneer was tough n flavorless. Felt overpriced at $9 or $10 for a small dish. Masala tea was ok, not very spicy n blander than I'd expect for an Indian place. The neighboring table got some kind of steaming vegetables that smelled awesome. I would definitely come back for the naan, and want to try their cardamom lassi."
Usman Restaurant,3.9,39,Indian,4,27-May-17,"I had few meals here with different dishes, must try will be Keema fry and Channa fry with their hot Naan's. Let the order taker know if you would like to have extra spicy. Enjoy"
Usman Restaurant,3.9,39,Indian,5,23-Sep-16,I read that this place had the best cheese naan in Singapore so I decided to give it a try and..... this place..... was..... amazing!!! the food was great but the naan they make here is exceptional. Give it a try and you won't be disappointed. I had too much food and couldn't try the briyani but naan and tandoori chicken was still great!
Usman Restaurant,3.9,39,Indian,5,17-Nov-15,"Sorry this ain't the place to go to on your first date. It's a Hole-in-the-wall located in middle of the chaos that fills Little India, but if you're looking for authentic Indo-Pakistani cuisine that'll leave a taste in you mouth well past dinner time this is the place to go to. I've tried them all in Singapore and this is the undisputed king of kings. Packed to the gills at all hours...even past midnight into the wee hours of the morning. I think they close at 3am.  Signature dishes - Nihari and the Half Kadhai...I know these guys so well when I go, the urgency is to find a seat. And then all I do is make eye contact with Javed bhaijaan and he knows what I want."
Usman Restaurant,3.9,39,Indian,4,9-Jul-16,This is an amazing place for a quick lunch if you feel like real indian taste. The Naan is out of this world. Service is pretty good too
Usman Restaurant,3.9,39,Indian,4,10-Mar-16,"When you see Indian people eating at a restaurant in little India, you know it can't go wrong. I ordered a dish that I can't remember the name but it was quite too spicy for me (it's a dish that had to be cooked individually and not in the already made that you can order). I kept eating anyways despite my tongue was burning more and more after each bite. But the best part of it was the cheese and garlic naan. Hands down or thumbs up or however you want to call it, best naan I've had...for now anyways until I visit India in the future."
Usman Restaurant,3.9,39,Indian,5,11-Nov-17,"First stop when we got into the city. They were open late which was a plus. After 26 hours flying, this hit the spot. We got a mixed platter of chicken tikka and kababs. Food and service was great. Price point was very reasonable."
Usman Restaurant,3.9,39,Indian,5,2-Jul-16,"Cheap delicious eats. What more can you ask for? Forget the places that try to fancy it up. Indian food, by definition, is peasant food and that's a good thing. This joint hits the spot."
Usman Restaurant,3.9,39,Indian,3,19-May-18,"Tried mutton briyani. Mutton was very tender and spicy good. Had aloo gobi too. First time at this place and was there early, off peak dinner time so was not super crowded. I expect crowd will build up later. Back to the food. I though I had better briyani but mutton was tasty and well cook. Go with more people so you can try more items on the menu."
Usman Restaurant,3.9,39,Indian,5,14-Mar-15,one of the best naan in town! Opens till late! Try the variety of naan that is soft and delicious. dont forget to add on the butter chicken or keema!
Usman Restaurant,3.9,39,Indian,5,1-Feb-15,"My husband and I love this place! The nihari is perfection, the chicken biryani is delicious, and the seekh kebab are amazing. We took a few of our friends there last night and not only was it easy for our group but we were served quickly and on time! We always come back here and definitely won't stop!"
Usman Restaurant,3.9,39,Indian,3,30-Aug-15,"Quite affordable place. Food is ok not that great. But the serving is really really slow. Visit this place on weekends, if you have lot of time."
Usman Restaurant,3.9,39,Indian,1,7-Jul-17,"Pakistani Restaurant, posing to be indian.... typical super oily pakistani food, with strange smells... NO THANKS"
Caffe Fernet,4.5,4,"Italian, Cocktail Bars",5,7-Jan-20,"I love it here! The staff is great and very accommodating. I love the view and really enjoy the opened restaurant concept.  They have a really nice happy hour and it can get quite busy during the week.  We had a large party of about 10 or so and they were on point with timing of the meals and the portion sizes were good as well. The staff even asked if there were any dietary restrictions, which was very much appreciated.  We had so much, I can't even remember everything and some of the entrees are no longer being served as the menu changes.  VEAL MEATBALLS san marzano tomato, ricotta, basil 21- very filling, easily one is plenty!  MARINATED CALAMARI sun-dried tomato, fennel pollen 17- you can never go wrong with Calamari, cooked perfectly!  AHI TUNA TARTARE calabrian chilli, green onion, sesame 21- light and full of flavor!"
Caffe Fernet,4.5,4,"Italian, Cocktail Bars",4,24-Sep-20,"My second time visiting caffe fernet, this time for dinner. We were seated in a far back corner which wasn't too bad since there was a fan and even though it wasn't at the water edge we still had a pretty good view of the bay and MBS.  We ordered cacio e Pepe ($26), pompano piccata ($42), and burrata ($24). For drinks a friend and I shared the watermelon frose pitcher ($68). My favourite was the burrata with green tomatoes and lime. The tomatoes were kind of spicy and were sort of like tomatillos, went really well with the creamy burrata. The piccata isn't something I would usually order but it was very good as well, the skin was crispy and I loved the trout caviar on top.  Service wise- we didn't have the best experience. Understand that they were very busy and I think it might have partly been because our table was tucked in the corner but we were trying to flag down someone for more than 10 minutes with no success. Eventually my friend had to get up to get someone to wait on our table. They were very apologetic though and gave us a free dessert (honey cake) to compensate which we were very grateful for"
Caffe Fernet,4.5,4,"Italian, Cocktail Bars",4,16-Oct-19,"Great view and great service! The lunch set is a bit pricey; but if you think you're paying for the amazing view of marina bay sands, then it's worth it!"
Caffe Fernet,4.5,4,"Italian, Cocktail Bars",5,24-Jun-18,"This is another place that had been on my list to hit! I was craving pasta on a Friday evening and made my way down to the waterfront. As soon as I walked in, the ambiance was really nice. I had a wine slushy (!) first because I was so hot and then ordered a glass of red wine from the Happy Hour menu. The bartender recommended the homemade sausage and smoked ricotta pasta (something alone those lines) and it was nice and savory and salty, which is what I wanted. I And, the views were pretty sweet! I look forward to trying more goodies from here!"
Catch,4.3,4,Fish & Chips,4,17-Aug-17,Nice location right in the midst of a very popular night spot. Good food (had the Halibut version of the fish and chips) and a wide selection of beers (unless you order the 4 liter tower which only has 2 options). Better have help for it unless you're real thirsty. Fortunately had 3 colleagues helping.
Catch,4.3,4,Fish & Chips,4,6-Nov-17,"Great little spot by the river in Clark Quay. Despite the tourist location, it was awesome. The halibut fish and chips were nearly perfect. And surprise: one of the best margaritas I've had. I'll definitely be back!"
Catch,4.3,4,Fish & Chips,4,8-Aug-15,"Wandering through Clarke Quay after some time away always means looking out for what has closed and what has opened. The only thing that is constant here is that eateries, bars and cafes always change. On a Saturday evening we stumbled across Catch, a small restaurant in the middle of Clarke Quay directly across from the Highlander and the Pump Room. Seating is mostly outside with just a couple of tables inside. The menu is simple with Fish and Chips being the main feature although there are some other alternatives to the fish.  We ordered a Dory and Chips and a Halibut and Chips. Drinks were a bottle of craft cider from the UK, (cannot remember the name) and a pint of their draft Catch ale. Service was very friendly and prompt with the drinks coming out fast followed by the food. After seeing the food quality go downhill at one of the premium fish and chip restaurants over at Bukit Timah, we were eager to find an alternative source of our much loved Fish and Chips. We need not have worried. The chips were not so traditional, but similar to the French fries in many restaurants everywhere. Lightly spiced, and well cooked. The fish which was cooked in English Beer Batter (you do get a choice of this or Japanese breadcrumbs or spicy) was nicely served and cooked very well with the right amount of crispiness. Fish was very nicely cooked with the halibut having the edge in terms of flavor over the dory. Cod was also on the menu.  It has only been open a couple of months, but we will be back for sure and if they maintain the quality, it should be a big success."
Catch,4.3,4,Fish & Chips,5,3-Aug-16,Amazing salmon fish and chips. Service was really quick. Decent selection of beer. Hope to be back.
Su Korean BBQ,4.5,2,"Korean, Barbeque",4,24-Apr-17,"A great place to dine and catch up over lunch or dinner. While most kbbq places promise quantity, su promise quality food served in just nice portions that leave you neither too full not too hungry. Their side dishes are rather authentic and surely a steal as provided free flow with any meal ordered. Their lunch specials are especially worth it with a main (choice of bimbimbap, hot plates, ramen etc), the free flow side dishes and a drink for $10++! Definitely worth a try"
Su Korean BBQ,4.5,2,"Korean, Barbeque",5,1-Jan-17,"Excellent restaurant for group gatherings over quality Korean BBQ! Generous with side dishes, well seasoned BBQ meats and wide selection of ala carte, lunch/dinner set menus and BBQ sets! Albert, who runs the place, is also very friendly and chats with every customer that comes in. We ordered the promotion BBQ set menu for 3 pax at only $68.80! Super value for money as it was amazing! Look forward to coming back again!"
Mangiamo Pizzeria,4.3,3,"Italian, Pizza",4,18-Jul-16,"I think there are more food to enjoy in this place, I visited it once this week and I will be coming back to taste more of the food they are serving. Had wine and pizza, for tourists this is the place to have that wine before bed time or after shopping around the area. Near Little India, Sim Lim SQ., La Salle."
Mangiamo Pizzeria,4.3,3,"Italian, Pizza",5,20-Nov-16,"This place is my top find of the last few months. The fact that it's in Albert Court (one of my favorite corners of the city but a place that can't seem to keep a decent restaurant open) makes it all the better. The six or seven dishes I've tried here have all been very good and the price is reasonable. Pizzas, steak, grilled chicken breast, and chef salad are all simple but delicious. The chef and managers' shy but friendly service, the adorable plaid plastic table cloths, and the reliably good house wine at 6$ a glass all make Mangiamo a sure bet."
Mangiamo Pizzeria,4.3,3,"Italian, Pizza",4,4-May-18,A fine spot for vegetarians who want some respite from the usual SE Asia fare. Lots of non-meat options.
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,9-Apr-23,"I ordered the Mrs. Ph? dry noodle (b¨²n) with pork and meatballs and fried spring roll. Let's cut to the chase...  When I first saw the bowl of B¨²n as it was set down on the table, I thought I'd be disappointed with it. It looked different. But what happened next was a culinary lesson in prejudice; don't judge by looks alone. After taking the first bite I realized that this was probably going to be really good. And each subsequent bite just confirmed that realization.  Although the combination of ingredients was a little different than other b¨²n I've had (this one had hardly any mint, and few bean sprouts), it was one of the best that I've had.  I highly recommend this place. It's the real deal as far as crafting the right flavors."
Mrs Pho House Rangoon,4.4,7,Vietnamese,4,19-Sep-18,"I regularly go to Mrs Pho on Beach Road so it was a nice surprise to see this new one on Rangoon Road! I really enjoy the noodles at Mrs Pho and I felt that Mrs Pho House was better with dishes than the noodles. I ordered the exact same crab noodles at Mrs Pho House and it was not as good as what I had at their Beach Road location.  On the other hand though, Mrs Pho House is much more comfortable - the seats are not as cramped up and there's more room for everyone. They also offer a wider variety of dishes like Banh Xeo and Banh Khot, alongside claypot and stir-fried items.  I really enjoyed their stir-fried dishes, I thought they were all very well executed. The Banh Xeo was good but not crisp enough. I liked the Banh Khot and would definitely order them again! The next time I'm there, I would love to try their claypot dishes since those crab noodles look amazing!"
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,4-Dec-17,"Update Banh Canh Cua - 2.5 stars Didn't taste like crab and had few ingredients. Sticking to the other dishes!  ==========  Lemongrass beef noodle dry ($9.90) - 5 stars I haven't had good Vietnamese food since leaving L.A. until Mrs Pho! It's also very reasonably priced. The flavors were excellent - the beef was juicy, flavorful and grilled to perfection. Although I got takeout and regretted not adding more of the hot sauce on the table.  I'm going back for sure!!! They also have Banh Canh Cua, or crab meat noodle, which I haven't seen outside of Hanoi."
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,6-Aug-17,"Lemongrass beef noodle dry ($9.90) - 5 stars I haven't had good Vietnamese food since leaving L.A. until Mrs Pho! It's also very reasonably priced. The flavors were excellent - the beef was juicy, flavorful and grilled to perfection. Although I got takeout and regretted not adding more of the hot sauce on the table.  I'm going back for sure!!! They also have Banh Canh Cua, or crab meat noodle, which I haven't seen outside of Hanoi. Hours stated on Yelp are wrong - they're open on Sundays."
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,9-Jun-18,This is probably the authentic Vietnam food in singapore. We love the cocker dish which the way the cook so yummy. My son and I ate non stop. Highly recommend to Singaporean and Vietnamese as well The staffs are very helpful and friendly
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,7-May-17,"Been here twice. Wonderful Vietnamese food. The dry noodles and Pho were excellent so were the starfruit beef salad and the omelette salad. The Vietnam Coffee were very good, hot or cold. Will definitely return."
Mrs Pho House Rangoon,4.4,7,Vietnamese,5,3-Aug-18,"It's hard to find a good Vietnamese restaurant around the city center unless you head to Geylang. But Mrs. Pho is one of the few places that I would highly recommend. Being Vietnamese, I crave Vietnamese food everyday. I have been to Mrs. Pho numerous times and have not been disappointed. Their Pho is delicious, with the right portion size. The broth is slightly sweet, which is perfect! They also have B¨²n B Hu, which is also quite good. It has the right amount of spiciness and most of the key ingredients of the soup. It's one of my favorite soup to order here. Their B¨¢nh X¨¨o is also good. I don't have to go the any fancy place at Orchard for this. The crepe is nice and crispy and the flavor is delightful. Although they don't provide enough mint and herbs. Again, I highly recommend this place for Vietnamese food!"
Mrs Pho House Rangoon,4.4,7,Vietnamese,2,25-Nov-18,"Mediocre - Not great. The papaya salad had a fishy taste as if the prawns were old; the fried rice was too salty; the pho had a weak, watery broth. I've been to Vietnam 20+ times and I didn't find this food very authentic, at all. There are far too many restaurants that serve this kind of so-so mediocre food, what I call ""tourist food"". Bland, low quality food that isn't terrible but not great, either."
Tian Tian Seafood Restaurant,4.7,3,"Seafood, Chinese",5,28-Jul-23,Fantastic experience. The chilli crab was the best I ever ate. The lemon chicken was just right. The lemony sweetness was amazing. The broccoli in oyster sauce was very well prepared. The staff was friendly and patient. The service was prompt. You have to pay for water so bring your own water bottle.
Tian Tian Seafood Restaurant,4.7,3,"Seafood, Chinese",5,8-May-16,"One of the most reasonable priced seafood restaurant that I have gone to. I always come here when I have a gathering with family and friends for special occasion. To start off, order the Drunken herbal prawns which comes in a claypot and its swimming in a herbal soup that taste just right amount of herbal infusion (wolf berries included). Just thinking of it making me hungry again... Next, Yong Chow fried rice (fried with shrimps & chopped up char Siew)...& small deep fried squid in dark sweet sauce (very crispy) super yummy. Now comes the mains, like chilli crab & side order of man tao. The chilli is done just the right spiciness & sweetness too, and the Man Tao to dip into it is wonderful. Oh yes, throw in a plate of Sambal Kang Kong for some fiber in your diet. Most of the dishes comes in S/M/L plate size depending on the number of pax or how hungry you are! They have other seafood choices too like frog legs, Geoduck, fresh fish, clams.... Bon Apertit."
Tian Tian Seafood Restaurant,4.7,3,"Seafood, Chinese",4,24-Aug-16,Awesome happy hour under the tent during the afternoon rain with a $9 pitcher of beer and some snacks. Dinner was great but I really wish they would figure out how to give the true Chinese menu experience to one or 2 people. Portion sizes are for sharing and it is very difficult to have dinner for one. Still extremely fresh and delicious.
Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch",4,19-May-24,"It's not a bad choice for breakfast.   Got the bacon egg and cheese sandwiche, hashbrowns, and a white coffee.  The sandwich was good, they are not greedy with the bacon (which is great).  The yoke in the sandwich is runny, so if that isn't your thing, say something.   The hashbrowns were the best part, a little greasy.  The coffee was average.   But this place is a solid choice for breakfast."
Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch",3,9-Mar-23,"My friend and I passed by the nice-looking eatery in a glass building and decided to try it out. Initially it was not clear whether we had to order or find a table first (it's the latter). I had the sandwich with egg, cheese and bacon plus truffle hashbrowns. You must be cautious when eating the egg as the yolk will ooze out and may get wasted. Overall satisfying and the hashbrowns were one of the tastier hashbrowns I have ever had but the food is a tad overpriced and came warm instead of hot. Still worth a try."
Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch",4,16-May-23,the double cheese burger is amazing but maybe too much oil  the eggslut is really not my taste  a little expensive but worth a shot
Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch",3,24-Sep-22,"Planned to go here with a friend that was craving this from when they were in Cali.  I tried the Fairfax sandwich and had the duck fat fried truffle hash browns on the side.  Light, fluffy and creamy egg mixture sandwiched in-between two brioche buns. Sounds great right? It is if you aren't too picky about your brioche. The brioche was quite stiff and not fluffy like how I usually enjoy brioche so minus a star on that. More on the inside: The best part were the caramelised onions and they synergised well with the sriracha mayo which conjured a spicy sambal flavour profile.  The hash browns were quite typical(hence why they weren't photographed) and I have had much better duck fat fries before so this was just ok. The truffle aroma is very subtle and almost didn't catch it.  All things considered I use a 10 point scale and I don't really measure service, ambience etc. Just food.  So... for my first review on this app Eggslut 7/10"
Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch",3,17-Jan-22,"Flavor: 4.5/5 Price: 3/5 Ambiance: 3.5/5 Wait time: 2/5 Location: fairly central but depends on whether you like braving the orchard crowd  Is it worth the hype? Flavor wise yes, I was actually pleasantly surprised, but I doubt anyone would come back after getting it once :) Oh pass on the roast beef sandwich, it was a disappointment.  A 45-60min wait for $12 egg sandwiches... you have better things to do. Plus your arteries will thank you."
Jai Thai,3.8,17,Thai,5,30-Mar-16,"Great affordable Thai food, one of my favorite solid places. While there're so many new Thai places that sprout up around the city, I love being able to head to a reliable place like this & know I'll have a tasty meal always! Especially as I love actual spicy Thai food with bite.  The lunch sets are solid and come with drinks like lime juice. My favorites are tom yum soup noodles, beef noodles soup (very fragrant soup), pineapple rice set which comes with green curry and pandan chicken and a few other sides, green curry. The basil chicken is popular & it uses actual chili padi & packs a punch!This place also gives me the feels because it's a very popular RI/RJ haunt, and I've come countless times with different groups of friends. It's a very casual feel with no frills decor, but always clean.  I also frequently visited the purvis street location last summer as it was close to my internship, and discovered other great dishes like mango sticky rice, papaya salad, omelette, pandan chicken and so on. Never disappoints!"
Jai Thai,3.8,17,Thai,1,28-Jun-19,Eat here just because we need to get something from Premimpin. Location parking - bad. If you don't pay attention bound to get fine. Ambience - aircon. Service - good. ordering - tablet nice! Food - ok. Nothing to purposely come for. Value - ok. I would still put Nakhon ahead - sorry. Finished off too fast. Red or i say pink Ruby was over salt. tapioca with extremely diluted syrup.
